County|Contest|Candidate|CountyVotes|CountyPercent|StateVotes|StatePercent
Geary|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|4293|91|710255|89
Geary|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|436|9|91004|11
Geary|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|3015|64|493764|62
Geary|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1668|36|297382|38
Gove|United States Senate|D-Lisa Johnston|63|6|215270|26
Gove|United States Senate|L-Michael Wm. Dann|5|1|17437|2
Gove|United States Senate|F-Joseph (Joe) K. Bellis|9|1|11356|1
Gove|United States Senate|R-Jerry Moran|1020|93|578768|70
Gove|United States House of Representatives 001|D-Alan Jilka|173|16|43385|23
Gove|United States House of Representatives 001|L-Jack Warner|28|3|6415|3
Gove|United States House of Representatives 001|R-Tim Huelskamp|866|81|140447|74
Gove|Governor / Lt. Governor|D-Tom Holland|157|14|264214|32
Gove|Governor / Lt. Governor|L-Andrew P. Gray|15|1|21932|3
Gove|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|9|1|15050|2
Gove|Governor / Lt. Governor|R-Sam Brownback|910|83|522540|63
Gove|Secretary of State|D-Chris Biggs|253|24|302102|37
Gove|Secretary of State|L-Phillip Horatio Lucas|10|1|16946|2
Gove|Secretary of State|F-Derek Langseth|10|1|13482|2
Gove|Secretary of State|R-Kris Kobach|774|74|482979|59
Gove|Attorney General|D-Steve Six|306|28|342004|42
Gove|Attorney General|L-Dennis Hawver|47|4|24000|3
Gove|Attorney General|R-Derek Schmidt|735|68|453629|55
Gove|State Treasurer|D-Dennis McKinney|325|31|334245|41
Gove|State Treasurer|R-Ron Estes|714|69|474175|59
Gove|Supreme Court Justice- 01|Carol A. Beier  - YES|429|50|439474|63
Gove|Supreme Court Justice- 01|Carol A. Beier - NO|433|50|256806|37
Gove|Supreme Court Justice- 02|Dan Biles  - YES|422|50|424952|62
Gove|Supreme Court Justice- 02|Dan Biles - NO|421|50|261169|38
Gove|Supreme Court Justice- 03|Lawton R. Nuss  - YES|432|51|428828|63
Gove|Supreme Court Justice- 03|Lawton R. Nuss - NO|412|49|257019|38
Gove|Supreme Court Justice- 05|Marla J. Luckert  - YES|408|49|428714|63
Gove|Supreme Court Justice- 05|Marla J. Luckert - NO|429|51|255057|37
Gove|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|975|94|710255|89
Gove|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|65|6|91004|11
Gove|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|638|64|493764|62
Gove|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|360|36|297382|38
Graham|United States Senate|D-Lisa Johnston|73|7|215270|26
Graham|United States Senate|L-Michael Wm. Dann|7|1|17437|2
Graham|United States Senate|F-Joseph (Joe) K. Bellis|4|0|11356|1
Graham|United States Senate|R-Jerry Moran|991|92|578768|70
Graham|United States House of Representatives 001|D-Alan Jilka|228|21|43385|23
Graham|United States House of Representatives 001|L-Jack Warner|26|2|6415|3
Graham|United States House of Representatives 001|R-Tim Huelskamp|820|76|140447|74
Graham|Governor / Lt. Governor|D-Tom Holland|190|18|264214|32
Graham|Governor / Lt. Governor|L-Andrew P. Gray|18|2|21932|3
Graham|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|28|3|15050|2
Graham|Governor / Lt. Governor|R-Sam Brownback|836|78|522540|63
Graham|Secretary of State|D-Chris Biggs|259|25|302102|37
Graham|Secretary of State|L-Phillip Horatio Lucas|12|1|16946|2
Graham|Secretary of State|F-Derek Langseth|13|1|13482|2
Graham|Secretary of State|R-Kris Kobach|756|73|482979|59
Graham|Attorney General|D-Steve Six|332|31|342004|42
Graham|Attorney General|L-Dennis Hawver|30|3|24000|3
Graham|Attorney General|R-Derek Schmidt|700|66|453629|55
Graham|State Treasurer|D-Dennis McKinney|307|30|334245|41
Graham|State Treasurer|R-Ron Estes|731|70|474175|59
Graham|Supreme Court Justice- 01|Carol A. Beier  - YES|539|63|439474|63
Graham|Supreme Court Justice- 01|Carol A. Beier - NO|311|37|256806|37
Graham|Supreme Court Justice- 02|Dan Biles  - YES|504|62|424952|62
Graham|Supreme Court Justice- 02|Dan Biles - NO|315|39|261169|38
Graham|Supreme Court Justice- 03|Lawton R. Nuss  - YES|576|69|428828|63
Graham|Supreme Court Justice- 03|Lawton R. Nuss - NO|264|31|257019|38
Graham|Supreme Court Justice- 05|Marla J. Luckert  - YES|515|63|428714|63
Graham|Supreme Court Justice- 05|Marla J. Luckert - NO|302|37|255057|37
Graham|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|889|94|710255|89
Graham|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|54|6|91004|11
Graham|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|579|61|493764|62
Graham|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|370|39|297382|38
Grant|United States Senate|D-Lisa Johnston|163|9|215270|26
Grant|United States Senate|L-Michael Wm. Dann|35|2|17437|2
Grant|United States Senate|F-Joseph (Joe) K. Bellis|19|1|11356|1
Grant|United States Senate|R-Jerry Moran|1539|88|578768|70
Grant|United States House of Representatives 001|D-Alan Jilka|261|15|43385|23
Grant|United States House of Representatives 001|L-Jack Warner|44|3|6415|3
Grant|United States House of Representatives 001|R-Tim Huelskamp|1442|83|140447|74
Grant|Governor / Lt. Governor|D-Tom Holland|248|14|264214|32
Grant|Governor / Lt. Governor|L-Andrew P. Gray|45|3|21932|3
Grant|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|29|2|15050|2
Grant|Governor / Lt. Governor|R-Sam Brownback|1428|82|522540|63
Grant|Secretary of State|D-Chris Biggs|346|20|302102|37
Grant|Secretary of State|L-Phillip Horatio Lucas|44|3|16946|2
Grant|Secretary of State|F-Derek Langseth|28|2|13482|2
Grant|Secretary of State|R-Kris Kobach|1303|76|482979|59
Grant|Attorney General|D-Steve Six|473|27|342004|42
Grant|Attorney General|L-Dennis Hawver|54|3|24000|3
Grant|Attorney General|R-Derek Schmidt|1217|70|453629|55
Grant|State Treasurer|D-Dennis McKinney|524|30|334245|41
Grant|State Treasurer|R-Ron Estes|1211|70|474175|59
Grant|Supreme Court Justice- 01|Carol A. Beier  - YES|944|63|439474|63
Grant|Supreme Court Justice- 01|Carol A. Beier - NO|564|37|256806|37
Grant|Supreme Court Justice- 02|Dan Biles  - YES|932|63|424952|62
Grant|Supreme Court Justice- 02|Dan Biles - NO|559|38|261169|38
Grant|Supreme Court Justice- 03|Lawton R. Nuss  - YES|964|65|428828|63
Grant|Supreme Court Justice- 03|Lawton R. Nuss - NO|529|35|257019|38
Grant|Supreme Court Justice- 05|Marla J. Luckert  - YES|919|62|428714|63
Grant|Supreme Court Justice- 05|Marla J. Luckert - NO|560|38|255057|37
Grant|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1613|94|710255|89
Grant|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|103|6|91004|11
Grant|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1084|64|493764|62
Grant|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|620|36|297382|38
Gray|United States Senate|D-Lisa Johnston|112|7|215270|26
Gray|United States Senate|L-Michael Wm. Dann|30|2|17437|2
Gray|United States Senate|F-Joseph (Joe) K. Bellis|24|2|11356|1
Gray|United States Senate|R-Jerry Moran|1372|89|578768|70
Gray|United States House of Representatives 001|D-Alan Jilka|250|16|43385|23
Gray|United States House of Representatives 001|L-Jack Warner|83|5|6415|3
Gray|United States House of Representatives 001|R-Tim Huelskamp|1200|78|140447|74
Gray|Governor / Lt. Governor|D-Tom Holland|219|14|264214|32
Gray|Governor / Lt. Governor|L-Andrew P. Gray|37|2|21932|3
Gray|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|23|2|15050|2
Gray|Governor / Lt. Governor|R-Sam Brownback|1260|82|522540|63
Gray|Secretary of State|D-Chris Biggs|318|21|302102|37
Gray|Secretary of State|L-Phillip Horatio Lucas|27|2|16946|2
Gray|Secretary of State|F-Derek Langseth|35|2|13482|2
Gray|Secretary of State|R-Kris Kobach|1117|75|482979|59
Gray|Attorney General|D-Steve Six|423|28|342004|42
Gray|Attorney General|L-Dennis Hawver|51|3|24000|3
Gray|Attorney General|R-Derek Schmidt|1042|69|453629|55
Gray|State Treasurer|D-Dennis McKinney|540|36|334245|41
Gray|State Treasurer|R-Ron Estes|955|64|474175|59
Gray|Supreme Court Justice- 01|Carol A. Beier  - YES|745|62|439474|63
Gray|Supreme Court Justice- 01|Carol A. Beier - NO|464|38|256806|37
Gray|Supreme Court Justice- 02|Dan Biles  - YES|717|61|424952|62
Gray|Supreme Court Justice- 02|Dan Biles - NO|469|40|261169|38
Gray|Supreme Court Justice- 03|Lawton R. Nuss  - YES|762|64|428828|63
Gray|Supreme Court Justice- 03|Lawton R. Nuss - NO|436|36|257019|38
Gray|Supreme Court Justice- 05|Marla J. Luckert  - YES|711|60|428714|63
Gray|Supreme Court Justice- 05|Marla J. Luckert - NO|471|40|255057|37
Gray|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1377|95|710255|89
Gray|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|74|5|91004|11
Gray|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|924|64|493764|62
Gray|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|516|36|297382|38
Greeley|United States Senate|D-Lisa Johnston|43|7|215270|26
Greeley|United States Senate|L-Michael Wm. Dann|13|2|17437|2
Greeley|United States Senate|F-Joseph (Joe) K. Bellis|8|1|11356|1
Greeley|United States Senate|R-Jerry Moran|547|90|578768|70
Greeley|United States House of Representatives 001|D-Alan Jilka|143|24|43385|23
Greeley|United States House of Representatives 001|L-Jack Warner|22|4|6415|3
Greeley|United States House of Representatives 001|R-Tim Huelskamp|436|73|140447|74
Greeley|Governor / Lt. Governor|D-Tom Holland|81|14|264214|32
Greeley|Governor / Lt. Governor|L-Andrew P. Gray|12|2|21932|3
Greeley|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|3|1|15050|2
Greeley|Governor / Lt. Governor|R-Sam Brownback|503|84|522540|63
Greeley|Secretary of State|D-Chris Biggs|120|21|302102|37
Greeley|Secretary of State|L-Phillip Horatio Lucas|12|2|16946|2
Greeley|Secretary of State|F-Derek Langseth|7|1|13482|2
Greeley|Secretary of State|R-Kris Kobach|427|75|482979|59
Greeley|Attorney General|D-Steve Six|171|29|342004|42
Greeley|Attorney General|L-Dennis Hawver|15|3|24000|3
Greeley|Attorney General|R-Derek Schmidt|397|68|453629|55
Greeley|State Treasurer|D-Dennis McKinney|203|35|334245|41
Greeley|State Treasurer|R-Ron Estes|376|65|474175|59
Greeley|Supreme Court Justice- 01|Carol A. Beier  - YES|265|56|439474|63
Greeley|Supreme Court Justice- 01|Carol A. Beier - NO|207|44|256806|37
Greeley|Supreme Court Justice- 02|Dan Biles  - YES|255|54|424952|62
Greeley|Supreme Court Justice- 02|Dan Biles - NO|215|46|261169|38
Greeley|Supreme Court Justice- 03|Lawton R. Nuss  - YES|262|55|428828|63
Greeley|Supreme Court Justice- 03|Lawton R. Nuss - NO|213|45|257019|38
Greeley|Supreme Court Justice- 05|Marla J. Luckert  - YES|264|55|428714|63
Greeley|Supreme Court Justice- 05|Marla J. Luckert - NO|214|45|255057|37
Greeley|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|551|92|710255|89
Greeley|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|45|8|91004|11
Greeley|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|361|63|493764|62
Greeley|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|212|37|297382|38
Greenwood|United States Senate|D-Lisa Johnston|361|16|215270|26
Greenwood|United States Senate|L-Michael Wm. Dann|74|3|17437|2
Greenwood|United States Senate|F-Joseph (Joe) K. Bellis|35|2|11356|1
Greenwood|United States Senate|R-Jerry Moran|1806|79|578768|70
Greenwood|United States House of Representatives 001|D-Alan Jilka|119|18|43385|23
Greenwood|United States House of Representatives 001|L-Jack Warner|29|4|6415|3
Greenwood|United States House of Representatives 001|R-Tim Huelskamp|532|78|140447|74
Greenwood|United States House of Representatives 004|D-Raj Goyle|474|30|71866|36
Greenwood|United States House of Representatives 004|L-Shawn Smith|67|4|4487|2
Greenwood|United States House of Representatives 004|F-Susan G. Ducey|52|3|4885|3
Greenwood|United States House of Representatives 004|R-Mike Pompeo|1007|63|117171|59
Greenwood|Governor / Lt. Governor|D-Tom Holland|547|24|264214|32
Greenwood|Governor / Lt. Governor|L-Andrew P. Gray|71|3|21932|3
Greenwood|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|63|3|15050|2
Greenwood|Governor / Lt. Governor|R-Sam Brownback|1600|70|522540|63
Greenwood|Secretary of State|D-Chris Biggs|625|28|302102|37
Greenwood|Secretary of State|L-Phillip Horatio Lucas|108|5|16946|2
Greenwood|Secretary of State|F-Derek Langseth|62|3|13482|2
Greenwood|Secretary of State|R-Kris Kobach|1431|64|482979|59
Greenwood|Attorney General|D-Steve Six|680|30|342004|42
Greenwood|Attorney General|L-Dennis Hawver|104|5|24000|3
Greenwood|Attorney General|R-Derek Schmidt|1488|66|453629|55
Greenwood|State Treasurer|D-Dennis McKinney|747|34|334245|41
Greenwood|State Treasurer|R-Ron Estes|1476|66|474175|59
Greenwood|Kansas Senate 017|D-Jerry Karr|221|33|8108|44
Greenwood|Kansas Senate 017|R-Jeff Longbine|455|67|10475|56
Greenwood|Kansas House of Representatives 076|D-Susan G. Fowler|137|32|2143|31
Greenwood|Kansas House of Representatives 076|R-Peggy Mast|290|68|4692|69
Greenwood|Member, State Board of Education 009|D-Robert E. Medford|152|24|22129|32
Greenwood|Member, State Board of Education 009|R-Jana Shaver|483|76|48156|69
Greenwood|Supreme Court Justice- 01|Carol A. Beier  - YES|1171|63|439474|63
Greenwood|Supreme Court Justice- 01|Carol A. Beier - NO|702|38|256806|37
Greenwood|Supreme Court Justice- 02|Dan Biles  - YES|1094|60|424952|62
Greenwood|Supreme Court Justice- 02|Dan Biles - NO|732|40|261169|38
Greenwood|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1109|61|428828|63
Greenwood|Supreme Court Justice- 03|Lawton R. Nuss - NO|716|39|257019|38
Greenwood|Supreme Court Justice- 05|Marla J. Luckert  - YES|1103|60|428714|63
Greenwood|Supreme Court Justice- 05|Marla J. Luckert - NO|728|40|255057|37
Greenwood|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|2067|95|710255|89
Greenwood|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|118|5|91004|11
Greenwood|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1269|59|493764|62
Greenwood|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|889|41|297382|38
Hamilton|United States Senate|D-Lisa Johnston|67|8|215270|26
Hamilton|United States Senate|L-Michael Wm. Dann|12|2|17437|2
Hamilton|United States Senate|F-Joseph (Joe) K. Bellis|13|2|11356|1
Hamilton|United States Senate|R-Jerry Moran|705|89|578768|70
Hamilton|United States House of Representatives 001|D-Alan Jilka|130|17|43385|23
Hamilton|United States House of Representatives 001|L-Jack Warner|36|5|6415|3
Hamilton|United States House of Representatives 001|R-Tim Huelskamp|621|79|140447|74
Hamilton|Governor / Lt. Governor|D-Tom Holland|116|15|264214|32
Hamilton|Governor / Lt. Governor|L-Andrew P. Gray|28|4|21932|3
Hamilton|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|11|1|15050|2
Hamilton|Governor / Lt. Governor|R-Sam Brownback|638|81|522540|63
Hamilton|Secretary of State|D-Chris Biggs|171|22|302102|37
Hamilton|Secretary of State|L-Phillip Horatio Lucas|18|2|16946|2
Hamilton|Secretary of State|F-Derek Langseth|19|3|13482|2
Hamilton|Secretary of State|R-Kris Kobach|565|73|482979|59
Hamilton|Attorney General|D-Steve Six|235|30|342004|42
Hamilton|Attorney General|L-Dennis Hawver|33|4|24000|3
Hamilton|Attorney General|R-Derek Schmidt|528|66|453629|55
Hamilton|State Treasurer|D-Dennis McKinney|269|35|334245|41
Hamilton|State Treasurer|R-Ron Estes|506|65|474175|59
Hamilton|Supreme Court Justice- 01|Carol A. Beier  - YES|413|63|439474|63
Hamilton|Supreme Court Justice- 01|Carol A. Beier - NO|240|37|256806|37
Hamilton|Supreme Court Justice- 02|Dan Biles  - YES|395|62|424952|62
Hamilton|Supreme Court Justice- 02|Dan Biles - NO|240|38|261169|38
Hamilton|Supreme Court Justice- 03|Lawton R. Nuss  - YES|407|64|428828|63
Hamilton|Supreme Court Justice- 03|Lawton R. Nuss - NO|227|36|257019|38
Hamilton|Supreme Court Justice- 05|Marla J. Luckert  - YES|403|64|428714|63
Hamilton|Supreme Court Justice- 05|Marla J. Luckert - NO|227|36|255057|37
Hamilton|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|748|95|710255|89
Hamilton|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|41|5|91004|11
Hamilton|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|419|56|493764|62
Hamilton|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|334|44|297382|38
Harper|United States Senate|D-Lisa Johnston|277|13|215270|26
Harper|United States Senate|L-Michael Wm. Dann|33|2|17437|2
Harper|United States Senate|F-Joseph (Joe) K. Bellis|30|1|11356|1
Harper|United States Senate|R-Jerry Moran|1733|84|578768|70
Harper|United States House of Representatives 004|D-Raj Goyle|586|28|71866|36
Harper|United States House of Representatives 004|L-Shawn Smith|66|3|4487|2
Harper|United States House of Representatives 004|F-Susan G. Ducey|62|3|4885|3
Harper|United States House of Representatives 004|R-Mike Pompeo|1351|65|117171|59
Harper|Governor / Lt. Governor|D-Tom Holland|397|19|264214|32
Harper|Governor / Lt. Governor|L-Andrew P. Gray|47|2|21932|3
Harper|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|86|4|15050|2
Harper|Governor / Lt. Governor|R-Sam Brownback|1542|74|522540|63
Harper|Secretary of State|D-Chris Biggs|533|27|302102|37
Harper|Secretary of State|L-Phillip Horatio Lucas|47|2|16946|2
Harper|Secretary of State|F-Derek Langseth|58|3|13482|2
Harper|Secretary of State|R-Kris Kobach|1357|68|482979|59
Harper|Attorney General|D-Steve Six|654|32|342004|42
Harper|Attorney General|L-Dennis Hawver|47|2|24000|3
Harper|Attorney General|R-Derek Schmidt|1350|66|453629|55
Harper|State Treasurer|D-Dennis McKinney|1053|51|334245|41
Harper|State Treasurer|R-Ron Estes|1003|49|474175|59
Harper|Kansas House of Representatives 080|D-Vincent Wetta|387|39|3505|52
Harper|Kansas House of Representatives 080|R-Ellen Janoski|596|61|3288|48
Harper|Kansas House of Representatives 116|D-Patrick J. Maloney|535|50|3217|43
Harper|Kansas House of Representatives 116|R-Kyle D. Hoffman|544|50|4208|57
Harper|Supreme Court Justice- 01|Carol A. Beier  - YES|1099|62|439474|63
Harper|Supreme Court Justice- 01|Carol A. Beier - NO|675|38|256806|37
Harper|Supreme Court Justice- 02|Dan Biles  - YES|1044|60|424952|62
Harper|Supreme Court Justice- 02|Dan Biles - NO|693|40|261169|38
Harper|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1045|61|428828|63
Harper|Supreme Court Justice- 03|Lawton R. Nuss - NO|676|39|257019|38
Harper|Supreme Court Justice- 05|Marla J. Luckert  - YES|1037|61|428714|63
Harper|Supreme Court Justice- 05|Marla J. Luckert - NO|677|40|255057|37
Harper|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1919|94|710255|89
Harper|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|121|6|91004|11
Harper|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1270|63|493764|62
Harper|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|755|37|297382|38
Harvey|United States Senate|D-Lisa Johnston|2743|25|215270|26
Harvey|United States Senate|L-Michael Wm. Dann|186|2|17437|2
Harvey|United States Senate|F-Joseph (Joe) K. Bellis|114|1|11356|1
Harvey|United States Senate|R-Jerry Moran|8133|73|578768|70
Harvey|United States House of Representatives 004|D-Raj Goyle|4249|38|71866|36
Harvey|United States House of Representatives 004|L-Shawn Smith|223|2|4487|2
Harvey|United States House of Representatives 004|F-Susan G. Ducey|271|2|4885|3
Harvey|United States House of Representatives 004|R-Mike Pompeo|6445|58|117171|59
Harvey|Governor / Lt. Governor|D-Tom Holland|3543|32|264214|32
Harvey|Governor / Lt. Governor|L-Andrew P. Gray|219|2|21932|3
Harvey|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|182|2|15050|2
Harvey|Governor / Lt. Governor|R-Sam Brownback|7245|65|522540|63
Harvey|Secretary of State|D-Chris Biggs|3980|36|302102|37
Harvey|Secretary of State|L-Phillip Horatio Lucas|193|2|16946|2
